Type:,Filename:,Part:,Our Vals:,Notes:,Discrepancy Type:,Discrepancy Notes:,Annotator:
FN,BC546-D,BC548BG,200,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,2,Entity vals: ['50']
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,N,Entity parts: {'ZXTP23140BFH': ['140']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,PNP,"Entity vals: ['200', '300']"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CSEMS05382-1,BC547B,150,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558,15,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,7,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,500,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,400,Entity vals: ['45']
FN,BC546-D,BC547AZL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,625,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,45,Entity parts: {'MJW3281AG': ['230']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,30,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_FCX705TA,FCX705,2000,Entity vals: ['120']
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRA,625,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FZT758TC,FZT758,2.0,Entity parts: {'AP02002': ['400']}
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918UB,30,Entity vals: ['15']
FN,BC546-D,BC547B,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,12,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_FCX555TA,FCX555,Y,Entity parts: {'AP02002': ['150']}
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,NPN,Entity vals: ['700']
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,500,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,NPN,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N222AUA,6.0,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,-55,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC548BZL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,N,Entity parts: {'D45H11FP': ['80']}
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,Y,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,SANKEN_STD01N,STD01P,5000,"Entity parts: {'STD01': ['150', '30']}"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UB,Y,Entity parts: {'2N2484UA': ['60']}
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,N,Entity vals: ['100']
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFH,-55,Entity vals: ['140']
FN,BC546-D,BC546BRL1,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC548B,200,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,STMICROELECTRONICS_BC14116,BC141-16,7,Entity parts: {'BC161-16': ['60']}
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,NPN,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,BC546-D,BC546BRL1,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547ARLG,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,N,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,N,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,CSEMS05382-1,BC547A,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,-55,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,7,Entity vals: ['20']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30A-BP,15,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,45,Entity parts: {'2N2484UA': ['60']}
FN,CSEMS05382-1,BC547B,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,PNP,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_2N3442G,2N3442,Y,Entity parts: {'2N3442G': ['140']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B-BP-HF,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547C,50,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC547AZL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CENTRALSEMICONDUCTORCORP_CENU45,CEN-U45,150,Entity vals: ['40']
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06W,NPN,Entity parts: {'MMBTA06WT1': ['80']}
FN,BC546-D,BC546BG,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX555TA,FCX555,PNP,Entity parts: {'AP02002': ['150']}
FN,MICROSEMICORPORATION_2N2484UB,2N2484UA,225,Entity vals: ['60']
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,PNP,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,3,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,-55,"Entity vals: ['60', '80']"
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,100,Entity parts: {'ZXTP23140BFH': ['140']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MATC,7,Entity vals: ['20']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30B,1.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13,1,Entity parts: {'2DA1213Y-13R': ['50']}
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT3G,4.0,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_FZT758TC,FZT758,40,Entity parts: {'AP02002': ['400']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,150,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,300,Entity vals: ['20']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRP,N,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,3.0,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,SMMBTA92LT3G,N,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC546,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12,20000,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,1,Entity parts: {'2DA1213Y-13R': ['50']}
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,500,Entity vals: ['300']
FN,DIODESINCORPORATED_FCX495TC,FCX495TA,NPN,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,50,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_ZTX696BSTZ,ZTX696B,NPN,Entity vals: ['180']
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP,625,Entity parts: {'MPSA92-BP': ['300']}
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-AP-HF,5.0,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,NPN,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,200,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRA,150,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93LT1G,25,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,BC546-D,BC548BG,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC548CZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CG,7,Entity parts: {'ZXTN19100C': ['100']}
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213O,6,Entity parts: {'2DA1213Y-13R': ['50']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,100,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29,150,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA65,20000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,360,Entity parts: {'2N2484UA': ['60']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP,30,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,4.0,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_FZT651TC,FZT651TC,80,Entity vals: ['60']
FN,TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV,2N2222AUA,30,Entities do not have doc TTELECTRONICSOPTEKTECHNOLOGY_2N2222AUATXV.
FN,CSEMS05382-1,BC547B,6.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,1.2,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_2DD26527,2DD2652,N,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,ONSEMICONDUCTOR_BC489G,BC489,625,Entity parts: {'BC489RL1G': ['80']}
FN,DIODESINCORPORATED_FCX558TA,FCX558,7,Entity parts: {'AP02002': ['400']}
FN,BC546-D,BC547AZL1G,6.0,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODS13249-1,BC817-16,330,"Entity vals: ['25', '45']"
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,300,Entity parts: {'FCX491ATA': ['40']}
FN,CSEMS05382-1,BC546B,100,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA43,25,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,100,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,NPN,Entity vals: ['100']
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP,N,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC548BRL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC548BRL1G,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC547C,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODS13249-1,BC817-40,250,"Entity parts: {'BC817-16': ['25', '45']}"
FN,BC546-D,BC548BZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,BC546-D,BC548CG,-55,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKTC,500,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,BC546-D,BC547ARL,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,150,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,120,Entity parts: {'FMMT634QTA': ['100']}
FN,BC546-D,BC548CG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y,1,Entity parts: {'2DA1213Y-13R': ['50']}
FN,STMICROELECTRONICS_STB13007DT4,STB13007DT4,8,Entity vals: ['400']
FN,DIODESINCORPORATED_FCX491ATA,FCX491ATA,1,Entity vals: ['40']
FN,DIODESINCORPORATED_ZTX415STZ,ZTX415,500,Entity vals: ['100']
FN,CSEMS05382-1,BC546B,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,-55,Entity parts: {'FCX690B-13R': ['45']}
FN,SANKEN_2SD2083,2SD2083,-55,Entity vals: ['120']
FN,STMICROELECTRONICS_BC14116,BC141-16,1,Entity parts: {'BC161-16': ['60']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BK,3,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,N,Entity vals: ['700']
FN,DIODESINCORPORATED_FCX555TA,FCX555,180,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_FCX558TA,FCX558TA,100,Entity parts: {'AP02002': ['400']}
FN,MICROSEMICORPORATION_2N2484UB,2N2484UBC,N,Entity parts: {'2N2484UA': ['60']}
FN,DIODS13249-1,BC817-40,330,"Entity parts: {'BC817-16': ['25', '45']}"
FN,BC546-D,BC546BZL1G,NPN,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,DIODESINCORPORATED_FZT651TC,FZT651TA,3,Entity parts: {'FZT651TC': ['60']}
FN,DIODS13249-1,BC817-25,-55,"Entity parts: {'BC817-16': ['25', '45']}"
FN,DIODESINCORPORATED_ZXTN19100CGTA,ZXTN19100CGTA,12.8,Entity parts: {'ZXTN19100C': ['100']}
FN,BC546-D,BC547ARL,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC548BRL1G,100,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92,625,Entity parts: {'MPSA92-BP': ['300']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,50,Entity parts: {'AP02002': ['40']}
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,NPN,Entity parts: {'FCX690B-13R': ['45']}
FN,CENTRALSEMICONDUCTORCORP_MPSA42,MPSA42,40,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA42.
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSV12100UW3TCG,5.0,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,BC546-D,BC546BG,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC546A,6.0,"Entity vals: ['45', '65', '30']"
FN,ONSEMICONDUCTOR_MPSA12,MPSA12RLRAG,10,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06W,-55,Entity parts: {'MMBTA06WT1': ['80']}
FN,CSEMS05382-1,BC546,-65,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,N,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,ONSEMICONDUCTOR_NSS20600CF8T1G,NSS20600CF8T1G,220,Entity vals: ['20']
FN,SANKEN_STD01N,STD01P,PNP,"Entity parts: {'STD01': ['150', '30']}"
FN,MICROCOMMERCIALCO_MPSA92AP,MPSA92-BP-HF,80,Entity parts: {'MPSA92-BP': ['300']}
FN,ONSEMICONDUCTOR_BC489G,BC489G,15,Entity parts: {'BC489RL1G': ['80']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,100,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMFTA,150,Entity parts: {'ZXTP26020DMF': ['20']}
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,15,Entity parts: {'ZXTP718MATC': ['20']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,40,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,60,Entity parts: {'D45H11FP': ['80']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,N,Entity parts: {'AP02002': ['150']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,N,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,0.7,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,-65,Entity parts: {'AP02002': ['150']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW3281A,Y,Entity parts: {'MJW3281AG': ['230']}
FN,DIODS13249-1,BC817,-55,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA93L,-55,"Entity vals: ['200', '300']"
FN,DIODESINCORPORATED_FCX555TA,FCX555TA,2.1,Entity parts: {'AP02002': ['150']}
FN,DIODESINCORPORATED_ZXT690BKTC,ZXT690BKQTC,400,Entities do not have doc DIODESINCORPORATED_ZXT690BKTC.
FN,DIODESINCORPORATED_ZTX789ASTZ,ZTX789A,-55,Entity vals: ['25']
FN,DIODESINCORPORATED_2DD26527,2DD2652,6,Entities do not have doc DIODESINCORPORATED_2DD26527.
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP-HF,NPN,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBTA06WT1G,MMBTA06WT1G,4.0,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_FMMT634QTA,FMMT634Q,5000,Entity parts: {'FMMT634QTA': ['100']}
FN,ONSEMICONDUCTOR_MMBTA92LT1G,MMBTA92LT1G,N,"Entity parts: {'MMBTA93L': ['200', '300']}"
FN,DIODESINCORPORATED_FZT758TC,FZT758,3.0,Entity parts: {'AP02002': ['400']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,100,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_FCX705TA,FCX705,1,Entity vals: ['120']
FN,DIODESINCORPORATED_FZT758TC,FZT758TA,2.0,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FZT758TC,FZT758,Y,Entity parts: {'AP02002': ['400']}
FN,ONSEMICONDUCTOR_BC489G,BC489,NPN,Entity parts: {'BC489RL1G': ['80']}
FN,BC546-D,BC547CG,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,DIODESINCORPORATED_FCX690BTA,FCX690B,500,Entity parts: {'FCX690B-13R': ['45']}
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP-HF,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,NXPUSAINC_PN2222A116,PN2222A,150,Entity parts: {'PN2907A': ['40']}
FN,CSEMS05382-1,BC546B,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,160,Entity parts: {'ZXTP23140BFH': ['140']}
FN,CSEMS05382-1,BC548A,110,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODESINCORPORATED_ZXTP2008ZTA,ZXTP2008ZTA,2.1,Entities do not have doc DIODESINCORPORATED_ZXTP2008ZTA.
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-BP-HF,NPN,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,STMICROELECTRONICS_HD1520FX,HD1520FX,-65,Entity vals: ['700']
FN,ONSEMICONDUCTOR_MMBTA06WT1G,SMMBTA06WT1G,NPN,Entity parts: {'MMBTA06WT1': ['80']}
FN,DIODESINCORPORATED_ZXTP26020DMFTA,ZXTP26020DMF,-55,Entity vals: ['20']
FN,MICROCOMMERCIALCO_2N3904AP,2N3904,Y,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,BC546-D,BC548BRL1G,110,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,CSEMS05382-1,BC547,6.0,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,BC546-D,BC547CZL1G,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302A,15,Entity parts: {'MJW3281AG': ['230']}
FN,DIODESINCORPORATED_FCX705TA,FCX705TA,10,Entity parts: {'FCX705': ['120']}
FN,DIODESINCORPORATED_ZTX688BSTZ,ZTX688B,100,Entities do not have doc DIODESINCORPORATED_ZTX688BSTZ.
FN,MICROSEMIIREDIVISION_JAN2N918UB,2N918,200,Entity parts: {'2N918UB': ['15']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP,-55,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5-13,6,Entity parts: {'AP02002': ['40']}
FN,STMICROELECTRONICS_D45H11FP,D44H11FP,10,Entity parts: {'D45H11FP': ['80']}
FN,DIODESINCORPORATED_FCX495TC,FCX495TC,10,Entity parts: {'FCX495': ['150']}
FN,DIODESINCORPORATED_ZXTP23140BFHTA,ZXTP23140BFHTA,PNP,Entity parts: {'ZXTP23140BFH': ['140']}
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,200,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_FCX690BTA,FCX690BTA,-55,Entity parts: {'FCX690B-13R': ['45']}
FN,DIODESINCORPORATED_DXT790AP513,DXT790AP5,3,Entity parts: {'AP02002': ['40']}
FN,CSEMS05382-1,BC548,NPN,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,ONSEMICONDUCTOR_NSV12100UW3TCG,NSS12100UW3TCG,200,Entities do not have doc ONSEMICONDUCTOR_NSV12100UW3TCG.
FN,DIODESINCORPORATED_2DA1213Y13,2DA1213Y-13R,150,Entity vals: ['50']
FN,DIODS13249-1,BC818-16,NPN,"Entity parts: {'BC817-16': ['25', '45']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,MMBT6521LT1G,N,Entity parts: {'AN569': ['25']}
FN,ONSEMICONDUCTOR_MJW3281A,MJW1302AG,5.0,Entity parts: {'MJW3281AG': ['230']}
FN,DIODESINCORPORATED_FMMT597TC,FMMT597TA,PNP,Entity vals: ['300']
FN,ONSEMICONDUCTOR_MPSA12,MPSA12G,-55,Entities do not have doc ONSEMICONDUCTOR_MPSA12.
FN,CSEMS05382-1,BC547B,200,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,DIODS13249-1,BC817,150,"Entity parts: {'BC817-16': ['25', '45']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29B-BP-HF,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP30C-BP-HF,5.0,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,BC546-D,BC547ARLG,150,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,NXPUSAINC_PN2222A116,PN2222A,100,Entity parts: {'PN2907A': ['40']}
FN,CSEMS05382-1,BC548,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA63,20,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_ZXTP718MATA,ZXTP718MA,Y,Entity parts: {'ZXTP718MATC': ['20']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA66,150,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,BC546-D,BC546BRL1,625,"Entity parts: {'BC548C': ['30', '45', '65']}"
FN,MICROCOMMERCIALCO_TIP29ABP,TIP29A-BP,30,"Entity parts: {'TIP30': ['40', '60', '80', '220', '100']}"
FN,ONSEMICONDUCTOR_MMBT6521LT1,SMMBT6521LT1G,300,Entity parts: {'AN569': ['25']}
FN,CENTRALSEMICONDUCTORCORP_MPSA64,MPSA64,20000,Entities do not have doc CENTRALSEMICONDUCTORCORP_MPSA64.
FN,DIODESINCORPORATED_FCX491ATA,FCX491AQTA,150,Entity parts: {'FCX491ATA': ['40']}
FN,CSEMS05382-1,BC548A,500,"Entity parts: {'BC546A': ['45', '65', '30']}"
FN,MICROCOMMERCIALCO_2N3904AP,2N3904-AP-HF,40,Entities do not have doc MICROCOMMERCIALCO_2N3904AP.
FN,DIODESINCORPORATED_ZTX603STZ,ZTX602,0.5000,"Entity vals: ['60', '80']"
FN,SANKEN_2SD2643,2SD2643,6,Entity vals: ['110']
FN,DIODESINCORPORATED_FCX495TC,FCX495-13R,1,Entity parts: {'FCX495': ['150']}
FN,SANKEN_STD01N,STD01N,5000,"Entity parts: {'STD01': ['150', '30']}"
FN,DIODESINCORPORATED_FCX558TA,FCX558,-65,Entity parts: {'AP02002': ['400']}
FN,DIODESINCORPORATED_FCX690BTA,FCX690B-13R,N,Entity vals: ['45']
FN,SANKEN_2SC5100,2SC5100,8,Entity parts: {'2SC510': ['120']}
